F,L,N,gpa
1209,1229,24,3.81
1209,1229,28,3.73
1209,1219,19,3.0
1209,1219,17,2.49
1209,1229,28,3.84
1209,1229,31,3.7
1209,1209,9,
1209,1209,9,0.1
1209,1219,12,0.6
1209,1229,28,4.01
1209,1209,9,
1209,1219,15,2.02
1209,1212,10,3.88
1209,1222,22,3.84
1209,1212,15,3.1
1209,1209,5,4.1
1209,1229,26,3.13
1209,1209,5,
1209,1229,24,4.06
1209,1229,10,3.25
1209,1209,8,0.1
1209,1229,30,3.02
1209,1229,24,2.77
1209,1229,22,1.98
1209,1222,15,3.53
1209,1229,26,2.17
1209,1229,22,4.03
1209,1229,14,4.1
1209,1229,28,3.41
1209,1229,26,3.13
1209,1222,20,2.75
1209,1219,18,2.4
1209,1229,24,2.43
1209,1229,27,2.54
1209,1229,35,3.65
1209,1222,19,2.57
1209,1212,15,0.1
1209,1222,14,3.77
1209,1209,5,3.8
1209,1222,19,2.24
1209,1212,8,3.42
1209,1209,10,
1209,1209,8,0.1
1209,1209,5,3.1
1209,1229,31,3.78
1209,1222,20,3.88
1209,1209,6,3.25
1209,1222,23,4.06
1209,1229,27,3.15
1209,1229,28,3.84
1209,1229,14,4.01
1209,1212,11,3.1
1209,1209,5,3.8
1209,1212,13,0.9
1209,1229,29,3.97
1209,1209,8,
1209,1212,14,3.08
1209,1229,23,3.84
1209,1212,12,0.38
1209,1212,13,3.6
1209,1212,15,1.33
1209,1212,14,3.08
1209,1222,16,2.8
1209,1219,20,2.9
1209,1229,22,2.61
1209,1222,21,2.54
1209,1209,9,
1209,1229,27,2.6
1209,1219,17,2.56
1209,1229,24,3.3
1209,1229,28,3.41
1209,1222,26,3.61
1209,1222,25,3.29
1209,1229,25,3.18
1209,1219,17,1.15
1209,1222,18,2.56
1209,1222,22,3.34
1209,1229,19,3.54
1209,1229,20,2.17
1209,1222,18,2.37
1209,1212,13,1.25
1209,1212,6,2.75
1209,1209,5,4.1
1209,1209,7,3.9
1209,1229,13,2.65
1209,1222,22,0.76
1209,1229,26,2.38
1209,1212,15,1.9
1209,1229,26,3.61
1209,1212,15,2.85
1209,1212,6,4.1
1209,1229,18,1.43
1209,1229,16,3.97
1209,1229,26,2.92
1209,1219,15,0.1
1209,1209,9,
1209,1222,22,1.87
1209,1222,20,3.72
1209,1219,17,2.7
1209,1219,17,1.55
1209,1229,22,2.2
1209,1229,20,3.38
1209,1229,25,3.14
1209,1212,8,4.02
1209,1219,17,3.52
1209,1209,8,2.1
1209,1229,27,2.52
1209,1209,7,
1209,1209,8,0.1
1209,1209,8,1.53
1209,1209,8,2.53
1209,1209,6,2.6
1209,1229,14,3.57
1209,1229,28,3.28
1209,1229,27,2.61
1209,1219,15,3.01
1209,1229,27,3.51
1209,1229,22,3.76
1209,1209,5,3.8
1209,1209,5,3.1
1209,1229,24,3.3
1209,1229,16,3.8
1209,1212,9,0.1
1209,1209,9,1.66
1209,1209,9,1.6
1209,1219,16,2.31
1209,1229,12,0.43
1209,1212,8,4.02
1209,1212,14,1.82
1209,1229,28,3.19
1209,1209,6,
1209,1212,14,3.48
1209,1209,8,2.1
1209,1212,15,2.87
1209,1209,6,
1209,1212,14,2.98
1209,1229,14,3.71
1209,1209,7,
1209,1229,18,3.76
1209,1222,16,3.84
1209,1229,28,3.71
1209,1212,14,3.84
1209,1229,27,2.47
1209,1229,29,3.91
1209,1229,12,0.43
1209,1219,19,3.05
1209,1212,14,3.53
1209,1229,27,3.78
1209,1209,5,4.1
1209,1212,12,0.1
1209,1212,8,0.1
1209,1229,24,3.9
1209,1209,6,3.6
1209,1209,9,
1209,1229,25,3.61
1209,1212,13,1.43
1209,1229,27,3.21
1209,1209,6,
1209,1229,14,4.06
1209,1212,15,3.1
1209,1229,30,2.81
1209,1229,21,4.04
1209,1229,25,3.54
1209,1229,25,3.19
1209,1229,30,2.81
1209,1209,10,
1209,1229,22,4.08
1209,1219,17,3.67
1209,1219,15,3.15
1209,1222,14,2.71
1209,1209,9,
1209,1222,22,3.59
1209,1219,6,2.1
1209,1209,5,4.1
1209,1229,26,3.79
1209,1219,7,4.0
1209,1229,11,3.1
1209,1209,9,1.43
1209,1209,8,2.45
1209,1229,27,2.33
1209,1209,9,
1209,1219,16,4.02
1209,1229,18,2.82
1209,1209,6,
1209,1212,12,3.25
1209,1229,14,4.06
1209,1229,11,3.67
1209,1219,10,3.6
1209,1219,14,2.16
1209,1209,5,3.1
1209,1222,21,3.77
1209,1229,28,1.35
1209,1229,24,3.82
1209,1209,5,3.8
1209,1209,5,3.1
1209,1209,9,0.1
1209,1229,31,4.07
1209,1229,28,3.29
1209,1219,7,3.8
1209,1222,23,1.82
1209,1229,25,3.85
1209,1209,8,3.23
1209,1229,28,2.9
1209,1212,8,4.1
1209,1229,11,4.1
1209,1229,24,2.3
1209,1219,18,3.31
1209,1229,26,3.67
1209,1229,27,2.47
1209,1219,16,3.25
1209,1229,29,2.83
1209,1229,20,3.38
1209,1212,9,3.96
1209,1229,26,3.13
1209,1212,14,0.81
1209,1222,24,3.79
1209,1219,8,3.85
1209,1222,23,2.67
1209,1229,24,3.3
1209,1222,26,3.7
1209,1209,5,4.1
1209,1219,13,1.0
1209,1229,29,3.32
1209,1212,6,4.1
1209,1209,5,4.1
1209,1219,16,3.98
1209,1229,25,3.03
1209,1209,5,4.1
1209,1212,12,1.04
1209,1229,23,3.1
1209,1229,18,3.0
1209,1212,14,3.72
1209,1209,5,4.1
1209,1229,14,2.1
1209,1229,14,4.06
1209,1229,24,2.43
1209,1229,11,4.1
1209,1212,12,3.0
1209,1219,18,2.07
1209,1212,22,3.55
1209,1229,27,2.33
1209,1229,27,2.17
1209,1229,19,3.35
1209,1212,14,4.1
1209,1229,34,4.08
1209,1219,19,1.64
1209,1229,25,2.38
1209,1212,10,3.92
1209,1209,6,3.95
1209,1229,9,4.1
1209,1209,6,
1209,1222,8,3.43
1209,1209,6,4.1
1209,1229,21,3.97
1209,1212,14,2.95
1209,1229,11,
1209,1219,6,3.95
1209,1219,19,1.76
1209,1229,25,2.64
1209,1212,14,2.3
1209,1209,5,3.4
1209,1222,19,2.56
1209,1209,9,4.1
1209,1212,13,3.88
1209,1212,15,1.45
1209,1229,27,3.43
1209,1209,9,0.1
1209,1229,23,3.1
1209,1209,10,
1209,1229,25,3.1
1209,1222,15,3.36
1209,1222,18,2.77
1209,1209,10,
1209,1219,12,1.98
1209,1209,9,1.25
1209,1229,25,3.2
1209,1209,6,
1209,1209,5,4.1
1209,1209,5,2.1
1209,1229,28,3.84
1209,1209,6,3.6
1209,1229,22,2.16
1209,1209,6,
1209,1209,5,4.1
1209,1229,23,2.25
1209,1209,5,
1209,1219,17,3.61
1209,1229,22,2.73
1209,1229,17,0.1
1209,1229,24,3.61
1209,1222,19,4.1
1209,1229,30,4.0
1209,1212,13,0.1
1209,1212,14,4.06
1209,1209,9,3.46
1209,1212,13,3.13
1209,1229,29,3.39
1209,1212,12,3.55
1209,1229,28,2.09
1209,1229,25,3.14
1209,1222,22,2.46
1209,1212,10,3.85
1209,1229,29,3.32
1209,1229,20,2.17
1209,1209,5,3.4
1209,1229,30,2.92
1209,1209,8,
1209,1212,13,2.45
1209,1209,5,4.1
1209,1212,8,4.02
1209,1229,25,3.81
1209,1212,13,1.38
1209,1229,27,2.63
1209,1222,21,3.62
1209,1209,9,2.1
1209,1229,14,3.71
1209,1212,6,3.95
1209,1209,6,0.1
1209,1209,5,
1209,1229,30,3.11
1209,1209,6,3.95
1209,1219,19,3.57
1209,1229,28,2.89
1209,1219,19,2.73
1209,1209,9,2.62
1209,1209,8,
1209,1209,5,3.1
1209,1219,18,2.72
1209,1212,9,3.76
1209,1209,5,4.1
1209,1229,26,2.29
1209,1222,13,2.52
1209,1209,9,0.1
1209,1229,19,3.35
1209,1212,8,4.1
1209,1212,11,0.35
1209,1229,27,3.87
1209,1222,20,3.01
1209,1222,23,2.51
1209,1219,7,4.0
1209,1222,16,3.12
1209,1209,5,2.1
1209,1219,19,3.65
1209,1222,7,4.1
1209,1222,17,1.04
1209,1209,9,
1209,1209,9,0.1
1209,1212,13,2.6
1209,1222,24,2.86
1209,1212,8,4.02
1209,1212,12,3.48
1209,1212,12,0.1
1209,1229,29,3.39
1209,1222,23,2.1
1209,1209,8,
1209,1222,9,3.96
1209,1229,19,2.67
1209,1229,33,2.63
1209,1212,13,0.35
1209,1212,12,2.15
1209,1229,25,3.11
1209,1229,25,3.52
1209,1209,9,2.82
1209,1212,13,3.4
1209,1229,29,2.69
1209,1229,21,3.68
1209,1219,12,3.85
1209,1229,28,3.48
1209,1229,24,1.5
1209,1222,21,2.2
1209,1219,20,3.97
1209,1209,7,4.0
1209,1229,26,3.0
1209,1212,8,4.02
1209,1209,6,0.1
1209,1209,7,3.6
1209,1229,27,4.05
1209,1222,19,1.58
1209,1209,8,
1209,1209,9,1.02
1209,1209,9,0.1
1209,1222,23,2.26
1209,1209,11,3.84
1209,1212,8,4.1
1209,1229,26,2.97
1209,1229,26,2.83
1209,1222,7,4.1
1209,1209,9,0.1
1209,1222,21,3.11
1209,1229,10,4.1
1209,1219,20,3.93
1209,1219,17,1.89
1209,1209,5,4.1
1209,1229,25,3.21
1209,1219,20,2.46
1209,1209,5,3.1
1209,1219,15,1.1
1209,1229,29,3.27
1209,1209,10,
1209,1229,23,2.82
1209,1209,5,3.1
1209,1222,29,2.84
1209,1212,9,0.76
1209,1212,6,4.1
1209,1229,21,2.64
1209,1229,24,3.98
1209,1229,25,2.74
1209,1209,6,
1209,1209,9,0.43
1209,1209,5,4.1
1209,1212,16,3.0
1209,1222,23,3.28
1209,1212,8,4.02
1209,1209,8,0.1
1209,1209,5,4.1
1209,1222,25,2.73
1209,1229,15,0.85
1209,1212,10,4.1
1209,1212,7,4.1
1209,1229,28,3.29
1209,1209,5,
1209,1229,37,3.75
1209,1209,8,
1209,1212,7,
1209,1222,13,4.01
1209,1229,20,1.42
1209,1229,27,2.33
1209,1229,23,3.1
1209,1212,14,2.3
1209,1212,8,3.95
1209,1229,29,3.67
1209,1219,6,2.8
1209,1212,12,3.25
1209,1229,27,3.43
1209,1229,19,2.67
1209,1212,12,3.9
1209,1229,24,2.03
1209,1212,14,4.1
1209,1229,15,3.57
1209,1212,8,4.1
1209,1209,5,3.4
1209,1229,26,2.32
1209,1219,15,2.44
1209,1209,8,
1209,1229,30,4.03
1209,1229,27,2.77
1209,1209,9,0.76
1209,1229,29,3.67
1209,1209,5,
1209,1209,8,4.1
1209,1229,26,3.58
1209,1219,21,2.62
1209,1219,10,4.0
1209,1229,26,3.61
1209,1229,26,3.61
1209,1222,19,0.98
1209,1229,28,3.68
1209,1209,6,2.95
1209,1229,24,3.13
1209,1212,12,0.1
1209,1229,25,3.26
1209,1229,16,0.84
1209,1229,10,3.85
1209,1222,8,4.0
1209,1212,6,3.95
1209,1222,22,3.25
1209,1229,24,4.0
1209,1209,10,3.71
1209,1222,18,3.18
1209,1209,5,4.1
1209,1229,26,3.78
1209,1229,15,3.58
1209,1222,22,2.45
1209,1229,24,2.74
1209,1222,22,3.34
1209,1212,12,3.48
1209,1222,10,0.1
1209,1219,7,3.53
1209,1229,23,2.78
1209,1222,22,3.2
1209,1209,9,0.1
1209,1212,6,3.6
1209,1229,22,4.08
1209,1229,27,2.66
1209,1229,24,3.9
1209,1209,6,
1209,1229,27,2.98
1209,1209,7,4.0
1209,1219,13,3.97
1209,1229,26,2.32
1209,1222,20,3.01
1209,1209,8,
1209,1212,15,2.1
1209,1219,19,3.41
1209,1219,7,4.1
1209,1229,20,3.81
1209,1209,10,
1209,1212,8,4.1
1209,1222,25,2.68
1209,1229,18,2.65
1209,1229,29,2.19
1209,1219,14,2.1
1209,1209,5,
1209,1209,8,3.7
1209,1212,10,3.88
1209,1229,20,2.99
1209,1229,14,4.01
1209,1219,19,1.32
1209,1222,21,1.45
1209,1212,13,
1209,1209,9,4.1
1209,1219,10,3.73
1209,1229,26,3.51
1209,1219,17,1.92
1209,1212,7,4.0
1209,1209,5,3.8
1209,1219,16,3.7
1209,1229,26,3.58
1209,1229,42,3.86
1209,1209,8,0.1
1209,1229,28,2.35
1209,1229,23,3.1
1209,1222,21,1.7
1209,1229,18,4.1
1209,1229,30,4.04
1209,1212,12,3.24
1209,1229,28,3.01
1209,1229,10,4.1
1209,1209,8,0.1
1209,1212,8,4.02
1209,1212,13,0.1
1209,1222,20,2.44
1209,1212,11,2.43
1209,1209,9,1.35
1209,1209,9,4.04
1209,1212,8,4.1
1209,1222,21,1.56
1209,1212,13,2.85
1209,1222,20,1.7
1209,1222,16,1.77
1209,1229,20,3.81
1209,1229,28,3.98
1209,1212,14,3.84
1209,1229,26,3.9
1209,1212,14,2.38
1209,1229,26,2.38
1209,1229,9,4.1
1209,1209,5,4.1
1209,1212,13,2.17
1209,1209,5,
1209,1212,15,0.71
1209,1222,21,1.7
1209,1209,9,1.1
1209,1212,13,2.1
1209,1229,23,3.65
1209,1219,20,1.93
1209,1209,9,2.62
1209,1229,24,4.05
1209,1229,24,3.31
1209,1222,21,1.9
1209,1229,27,2.47
1209,1229,25,2.52
1209,1229,24,3.26
1209,1229,27,3.55
1209,1209,5,2.8
1209,1219,14,2.16
1209,1209,5,2.1
1209,1229,26,2.37
1209,1229,16,3.8
1209,1209,5,4.1
1209,1222,23,3.48
1209,1229,16,3.7
1209,1222,21,2.83
1209,1229,20,3.94
1209,1209,9,3.1
1209,1222,19,2.56
1209,1219,14,3.49
1209,1209,9,
1209,1209,9,2.63
1209,1229,29,3.01
1209,1209,8,
1209,1229,27,3.72
1209,1212,11,1.52
1209,1229,28,4.02
1209,1209,8,3.45
1209,1212,14,0.6
1209,1229,29,3.39
1209,1222,23,2.26
1209,1212,13,3.83
1209,1212,6,4.1
1209,1229,33,4.07
1209,1222,25,3.79
1209,1229,31,3.73
1209,1222,16,3.84
1209,1212,13,3.4
1209,1209,9,1.25
1209,1229,26,4.1
1209,1229,23,2.96
1209,1209,5,4.1
1209,1229,28,3.73
1209,1219,19,2.61
1209,1209,9,1.1
1209,1209,8,3.33
1209,1209,10,
1209,1212,6,4.1
1209,1222,15,3.53
1209,1209,5,
1209,1229,26,3.4
1209,1209,9,0.1
1209,1229,20,1.91
1209,1212,14,2.95
1209,1219,19,1.32
1209,1209,5,4.1
1209,1219,20,2.83
1209,1229,27,3.92
1209,1229,30,3.58
1209,1229,27,2.73
1209,1209,6,4.1
1209,1229,27,3.59
1209,1229,25,2.42
1209,1212,6,3.8
1209,1212,8,4.1
1209,1229,30,3.11
1209,1229,27,3.45
1209,1212,15,3.64
1209,1229,33,3.75
1209,1209,10,2.92
1209,1212,14,3.24
1209,1209,6,
1209,1209,5,4.1
1209,1212,12,3.55
1209,1212,14,2.95
1209,1209,5,4.1
1209,1219,19,3.78
1209,1209,9,3.1
1209,1222,25,2.47
1212,1219,8,3.85
1212,1219,10,0.1
1212,1212,5,4.1
1212,1212,5,4.1
1212,1222,11,2.02
1212,1219,11,0.1
1212,1229,8,4.1
1212,1212,5,2.1
1212,1212,5,4.1
1212,1229,11,2.92
1212,1229,22,3.21
1212,1212,6,3.75
1212,1212,5,3.8
1212,1212,5,4.1
1212,1212,5,4.1
1212,1212,5,
1212,1212,5,4.1
1212,1229,23,3.87
1212,1212,5,4.1
1212,1222,9,2.95
1212,1212,7,
1212,1229,22,2.19
1212,1212,10,0.1
1212,1212,5,4.1
1212,1212,5,4.1
1212,1212,5,
1212,1212,5,4.1
1212,1229,22,3.76
1212,1219,13,2.38
1212,1229,11,4.1
1212,1229,8,3.76
1212,1219,10,2.92
1212,1219,11,3.77
1212,1219,8,
1212,1212,9,3.85
1212,1212,8,3.1
1212,1229,22,4.02
1212,1212,5,4.1
1212,1212,8,
1212,1212,5,4.1
1212,1229,10,4.02
1212,1219,10,3.48
1212,1212,8,0.1
1212,1212,5,4.1
1212,1229,22,1.58
1212,1229,20,3.61
1212,1229,12,2.94
1212,1229,12,3.15
1212,1229,13,2.7
1212,1212,5,4.1
1212,1219,7,3.8
1212,1212,9,3.35
1212,1222,10,2.7
1212,1229,18,3.8
1212,1219,13,2.8
1212,1212,5,
1212,1222,16,1.1
1212,1229,18,4.1
1212,1212,8,3.6
1212,1219,14,1.66
1212,1212,8,0.1
1212,1212,9,0.1
1212,1229,21,2.8
1212,1222,6,
1212,1212,5,3.8
1212,1222,14,0.56
1212,1212,5,2.8
1212,1212,5,
1212,1219,14,3.55
1212,1212,5,4.1
1212,1229,20,1.21
1212,1219,9,
1212,1212,10,
1212,1212,8,
1212,1229,22,2.43
1212,1212,9,0.1
1212,1219,12,3.6
1212,1212,9,0.1
1212,1229,19,3.35
1212,1219,10,3.48
1212,1212,9,3.02
1212,1219,14,3.01
1212,1212,6,3.95
1212,1212,5,
1212,1229,25,3.31
1212,1212,5,3.4
1212,1219,8,
1212,1229,20,3.47
1212,1229,16,3.0
1212,1229,19,3.69
1212,1229,20,3.24
1212,1229,24,2.52
1212,1212,6,4.1
1212,1212,5,4.1
1212,1212,5,3.8
1212,1212,5,
1212,1229,10,1.7
1212,1212,5,3.4
1212,1229,14,3.47
1212,1212,6,4.1
1212,1212,9,0.1
1212,1212,9,1.96
1212,1229,22,2.21
1212,1212,5,4.1
1212,1212,6,4.1
1212,1212,5,4.1
1212,1212,5,4.1
1212,1212,5,4.1
1212,1212,5,4.1
1212,1212,7,3.86
1212,1229,21,2.3
1212,1212,5,0.1
1212,1229,25,2.56
1212,1229,10,4.0
1212,1212,6,0.1
1212,1222,14,2.1
1212,1212,7,
1212,1212,8,4.1
1212,1229,12,4.04
1212,1229,11,4.1
1212,1212,9,1.3
1212,1212,8,
1212,1212,9,3.18
1212,1222,6,3.8
1212,1212,6,2.8
1212,1229,16,3.52
1212,1212,5,3.8
1212,1219,15,2.33
1212,1229,13,2.7
1212,1229,22,3.76
1212,1229,25,3.85
1212,1229,27,4.1
1212,1229,11,3.48
1212,1212,6,4.1
1212,1219,14,0.6
1212,1212,5,
1212,1212,9,0.6
1212,1212,5,4.1
1212,1212,5,4.1
1212,1229,8,4.1
1212,1212,5,4.1
1212,1222,16,2.67
1212,1212,5,4.1
1212,1229,11,3.71
1212,1212,8,0.76
1212,1212,5,4.1
1212,1219,13,3.48
1212,1222,16,2.52
1212,1222,19,3.97
1212,1229,23,4.04
1212,1219,13,1.83
1212,1219,8,
1212,1219,14,1.0
1212,1229,21,3.57
1212,1229,12,4.05
1212,1229,18,3.3
1212,1222,18,2.91
1212,1229,21,3.57
1212,1212,5,4.1
1212,1229,15,3.58
1212,1222,15,1.21
1212,1229,24,3.48
1212,1229,21,2.1
1212,1212,8,0.6
1212,1212,8,2.7
1212,1212,5,4.1
1212,1212,8,0.1
1212,1229,9,4.02
1212,1212,6,4.1
1212,1229,26,2.4
1212,1212,5,4.1
1212,1229,21,2.6
1212,1229,20,3.51
1212,1212,5,4.1
1212,1212,5,3.8
1212,1222,11,3.18
1212,1212,7,4.1
1212,1212,5,4.1
1212,1212,7,4.1
1212,1212,5,4.1
1212,1212,9,
1212,1212,5,3.1
1212,1212,5,3.4
1212,1229,22,2.19
1212,1212,8,0.1
1212,1212,8,2.1
1212,1212,8,0.1
1212,1219,14,1.66
1212,1219,11,2.95
1212,1229,20,4.05
1212,1222,15,3.94
1212,1229,21,3.61
1212,1212,6,4.1
1212,1219,7,3.53
1212,1229,19,3.56
1212,1212,5,4.1
1212,1222,14,0.88
1212,1212,6,
1212,1229,21,3.35
1212,1212,6,
1212,1219,8,3.8
1212,1229,24,3.48
1212,1212,5,3.4
1212,1212,6,1.1
1212,1219,12,0.96
1212,1229,27,3.33
1212,1229,20,3.83
1219,1229,21,3.96
1219,1229,16,3.31
1219,1229,20,2.63
1219,1222,11,3.56
1219,1229,12,2.65
1219,1222,8,3.92
1219,1229,13,1.35
1219,1222,17,3.92
1219,1229,18,2.05
1219,1229,19,2.76
1219,1229,16,3.83
1219,1222,13,2.0
1219,1222,14,3.31
1219,1222,12,3.75
1219,1229,20,2.91
1219,1229,16,3.1
1219,1222,11,3.21
1219,1222,14,0.5
1219,1222,14,2.56
1219,1229,14,2.78
1219,1222,14,2.61
1219,1229,8,3.53
1219,1219,5,2.8
1219,1219,9,2.25
1219,1219,5,3.8
1219,1229,18,2.72
1219,1229,19,3.72
1219,1229,11,3.17
1219,1219,5,
1219,1229,19,4.06
1219,1229,20,3.39
1219,1229,15,3.67
1219,1229,19,3.7
1219,1229,26,3.49
1219,1229,18,2.28
1219,1229,10,3.75
1219,1219,6,
1219,1219,5,4.1
1219,1219,5,4.1
1219,1229,17,4.0
1219,1219,5,3.8
1219,1219,5,
1219,1229,12,
1219,1222,13,2.1
1219,1229,18,2.46
1219,1222,8,4.02
1219,1229,13,2.92
1219,1219,6,
1219,1219,5,3.8
1219,1219,8,3.85
1219,1229,10,
1219,1222,15,2.6
1219,1229,17,3.18
1219,1219,9,2.92
1219,1219,5,
1219,1219,8,0.1
1219,1219,9,3.36
1219,1229,11,3.52
1219,1229,9,4.1
1219,1229,13,3.52
1219,1222,13,0.6
1219,1229,16,3.97
1219,1229,16,1.65
1219,1219,5,4.1
1219,1219,8,0.1
1219,1229,21,4.04
1219,1229,18,3.01
1219,1229,19,2.98
1219,1229,22,3.99
1219,1219,6,3.1
1219,1229,18,3.04
1219,1229,19,3.05
1219,1229,20,3.27
1219,1222,13,1.53
1219,1229,14,1.95
1219,1219,9,0.1
1219,1222,6,1.45
1219,1229,18,2.71
1219,1219,5,4.1
1219,1229,17,2.43
1219,1229,13,1.45
1219,1219,9,2.1
1219,1229,16,3.23
1219,1229,20,2.38
1219,1229,19,2.97
1219,1229,14,2.63
1219,1229,10,4.1
1219,1219,5,4.1
1219,1229,16,3.34
1219,1219,9,0.6
1219,1222,14,2.47
1219,1229,15,2.1
1219,1229,18,3.81
1219,1219,6,
1219,1229,8,
1219,1222,14,3.31
1219,1222,13,0.1
1219,1229,15,3.42
1219,1219,5,
1219,1219,9,
1219,1229,17,3.52
1219,1219,9,1.25
1219,1219,8,
1219,1229,19,3.73
1219,1219,5,
1219,1222,13,1.67
1219,1229,20,3.9
1219,1229,17,2.71
1219,1229,23,3.97
1219,1222,13,2.96
1219,1229,17,3.17
1219,1229,11,4.04
1219,1219,8,
1219,1219,8,2.35
1219,1229,18,3.56
1219,1229,14,2.1
1219,1219,9,
1219,1229,18,2.88
1219,1229,19,2.98
1219,1219,8,1.92
1219,1229,10,3.95
1219,1219,9,0.1
1219,1219,5,
1219,1229,19,3.43
1219,1229,21,2.98
1219,1229,19,3.73
1219,1219,9,0.1
1219,1229,18,3.61
1219,1222,14,2.96
1219,1229,16,1.1
1219,1229,17,3.1
1219,1229,10,3.66
1219,1229,19,2.98
1219,1229,20,3.0
1219,1219,8,0.1
1219,1222,14,2.96
1219,1219,5,4.1
1219,1229,20,3.57
1219,1229,20,2.84
1219,1229,18,2.46
1219,1222,14,3.92
1219,1219,5,
1219,1222,14,2.04
1219,1219,6,
1219,1219,5,4.1
1219,1219,9,
1219,1222,13,1.1
1219,1222,9,1.1
1219,1229,20,2.6
1219,1229,16,3.95
1219,1219,10,0.1
1219,1219,5,4.1
1219,1229,20,3.9
1219,1229,18,3.14
1219,1229,13,3.26
1219,1222,14,2.47
1219,1219,5,3.1
1219,1229,17,3.24
1219,1229,19,3.53
1219,1229,14,2.54
1219,1229,10,4.1
1219,1229,20,2.87
1219,1222,15,2.93
1219,1229,16,3.22
1219,1219,8,
1219,1229,7,3.95
1219,1222,8,0.1
1219,1219,5,3.4
1219,1222,9,
1219,1219,5,
1219,1229,16,2.48
1219,1219,6,3.45
1219,1222,10,0.43
1219,1229,14,3.1
1219,1229,19,1.54
1219,1229,19,1.77
1219,1229,16,3.41
1219,1229,22,4.07
1219,1222,13,0.88
1219,1219,6,
1219,1219,10,
1219,1229,19,3.22
1219,1219,5,4.1
1219,1229,13,3.02
1219,1219,8,4.02
1219,1229,13,3.26
1219,1219,6,4.1
1219,1229,17,3.72
1219,1219,9,
1219,1229,18,3.87
1219,1219,7,
1219,1229,15,3.72
1219,1229,20,2.57
1219,1219,9,
1219,1229,12,3.93
1219,1219,5,4.1
1219,1219,8,2.92
1219,1222,11,3.1
1219,1219,9,1.1
1219,1229,19,3.3
1219,1229,12,4.1
1219,1222,13,3.18
1219,1229,16,2.21
1219,1229,18,2.54
1219,1229,17,3.92
1219,1219,9,
1219,1222,6,3.75
1219,1229,21,1.87
1219,1219,9,2.4
1219,1222,11,2.96
1219,1222,8,3.85
1219,1229,18,2.88
1219,1229,23,4.07
1219,1219,8,2.1
1219,1229,19,3.3
1219,1229,20,3.12
1219,1229,19,3.03
1219,1229,26,3.86
1219,1229,17,3.5
1219,1229,14,3.45
1219,1229,16,2.8
1219,1229,11,3.44
1219,1222,14,1.58
1219,1229,19,2.83
1219,1229,7,4.1
1219,1219,9,0.1
1219,1219,5,4.1
1219,1229,18,2.35
1219,1229,20,2.54
1219,1219,5,2.8
1219,1229,20,3.38
1219,1219,8,2.92
1219,1229,21,4.07
1219,1229,15,3.17
1219,1229,18,1.15
1219,1229,18,3.13
1219,1229,21,2.98
1219,1229,18,1.62
1219,1219,6,0.1
1219,1222,11,2.45
1219,1219,8,2.77
1219,1229,18,3.1
1219,1229,12,3.17
1219,1229,19,3.4
1219,1219,6,
1219,1219,10,2.18
1219,1229,19,3.51
1219,1219,8,
1219,1229,20,2.91
1219,1219,5,3.8
1219,1219,8,2.75
1219,1229,18,2.73
1219,1219,9,0.76
1219,1219,8,
1219,1229,16,4.01
1219,1219,10,
1219,1219,6,
1219,1229,21,3.26
1219,1229,17,4.02
1219,1219,9,0.1
1219,1219,7,4.1
1219,1219,5,
1219,1219,5,
1219,1229,16,2.1
1219,1222,8,4.02
1219,1229,13,1.1
1219,1219,8,1.43
1219,1219,9,
1219,1229,16,1.93
1219,1229,17,2.81
1219,1219,9,2.75
1219,1229,22,3.97
1219,1229,20,3.39
1219,1229,18,3.14
1219,1219,6,3.75
1219,1229,17,2.76
1219,1219,11,3.2
1219,1222,10,2.84
1219,1219,6,
1219,1229,16,3.06
1219,1229,7,
1219,1229,20,3.7
1219,1219,5,3.8
1219,1229,19,3.73
1219,1229,10,3.6
1219,1229,16,4.05
1219,1229,12,2.7
1219,1229,16,3.35
1219,1222,15,2.93
1219,1229,18,3.16
1219,1229,20,3.84
1219,1222,12,1.31
1219,1229,18,2.88
1219,1229,14,2.43
1219,1229,15,2.95
1219,1229,12,
1219,1219,9,0.6
1219,1222,10,4.0
1219,1229,19,3.81
1219,1219,6,3.1
1219,1229,16,1.58
1219,1229,11,3.76
1219,1229,7,3.95
1219,1229,18,3.33
1219,1219,5,3.8
1219,1229,12,1.95
1219,1229,18,3.08
1219,1222,12,1.3
1219,1229,13,3.26
1219,1219,5,3.8
1219,1222,8,3.95
1219,1229,20,3.12
1219,1222,14,3.13
1219,1229,16,2.33
1219,1229,18,2.02
1219,1222,14,3.54
1219,1219,9,
1219,1229,16,3.61
1219,1219,11,0.1
1219,1219,5,
1219,1219,9,
1219,1229,16,3.2
1219,1229,8,3.43
1219,1229,17,3.11
1219,1219,9,0.1
1219,1222,8,3.95
1219,1222,13,1.6
1219,1219,6,
1219,1219,8,0.76
1219,1229,12,3.92
1219,1229,18,3.68
1219,1229,17,3.67
1219,1219,8,
1219,1222,13,0.43
1219,1219,11,0.3
1219,1222,8,4.02
1219,1229,12,
1219,1229,15,3.2
1219,1219,5,4.1
1219,1219,8,0.1
1219,1229,20,3.56
1219,1229,20,3.17
1219,1219,7,
1219,1229,16,1.6
1219,1229,21,3.68
1219,1222,15,2.86
1219,1222,9,
1219,1229,18,3.84
1219,1229,12,2.0
1219,1229,22,3.3
1219,1222,14,2.8
